Time,Price,Volume,Returns,Bulls,Bears
2017091806,3945,2564.433815,0.025205236,19251.95631,25365.07439
2017091808,3905,1505.937998,-0.010139417,19231.74274,25526.17554
2017091810,3947.27,1640.418224,0.010824584,19211.52918,25687.27669
2017091812,4085.4,2266.588653,0.034993806,19191.31561,25848.37783
2017091814,4039.07,1809.550417,-0.011340383,19171.10205,26009.47898
2017091816,4004,1262.245198,-0.008682692,19150.88848,26170.58012
2017091818,4016.21,740.9084766,0.003049451,19130.67492,26331.68127
2017091820,4072.49,784.461884,0.014013211,19110.46135,26492.78241
2017091822,4101.6,1177.201506,0.007147961,19090.24779,26653.88356
2017091900,3974.84,1597.713026,-0.030905013,19070.03422,26814.9847
2017091902,3991.14,869.9855389,0.004100794,19049.82066,26976.08585
2017091904,3899.57,2360.177188,-0.022943319,19029.60709,27137.18699
2017091906,3909.25,1714.118185,0.002482325,19009.39353,27298.28814
2017091908,3963.94,1009.306926,0.013989896,18892.73607,27323.32973
2017091910,4001.92,1491.340331,0.009581376,18678.23771,27467.19675
2017091912,3959.79,956.9067186,-0.010527447,18665.79346,27505.34743
2017091914,3998,967.7621007,0.009649502,19215.81044,28095.5257
2017091916,3990.5,616.648337,-0.001875938,19224.53065,28068.43927
2017091918,3897.97,1724.176117,-0.02318757,19709.96454,29386.64249
2017091920,3904.25,1342.003429,0.001611095,20355.20213,29067.63351
2017091922,3888.8,628.7925431,-0.003957226,20488.58286,28684.05826
2017092000,3880,418.4964997,-0.002262909,20437.75549,28747.19084
2017092002,3879.67,715.5558843,-8.51E-05,20314.75219,28614.8694
2017092004,3895.99,1901.03407,0.004206543,20030.68113,28770.83898
2017092006,3940.1,1084.888929,0.011321898,19947.92098,28204.52299
2017092008,3917.85,531.0183234,-0.005647065,20096.34583,28267.61266
2017092010,3904.6,1032.05508,-0.003381957,20062.856,28299.49024
2017092012,4000,1010.84098,0.02443272,18831.37343,26842.74368
2017092014,4000,1454.573743,0,18895.24536,26796.79348
2017092016,3990.01,667.3388932,-0.0024975,18969.94507,26631.32753
2017092018,3948.46,1086.71516,-0.010413508,19219.24497,26800.22142
2017092020,3932.31,669.5966908,-0.004090202,18956.57061,26693.27061
2017092022,3874.46,1088.15756,-0.014711455,19392.72772,27903.40159
2017092100,3850,1876.453783,-0.006313138,20008.51439,29243.81801
2017092102,3825,552.7084097,-0.006493506,19952.57063,29234.2597
2017092104,3869.89,904.1748004,0.011735948,19840.74694,29147.0864
2017092106,3897.6,626.6343462,0.00716041,19795.32883,28995.14622
2017092108,3861.49,560.7521415,-0.009264676,19552.22763,28922.98081
2017092110,3867.32,605.7686644,0.00150978,19302.54641,28713.40273
2017092112,3865,641.6128576,-0.000599899,18899.88821,28615.74375
2017092114,3755,3589.378717,-0.028460543,19010.40594,28497.60037
2017092116,3680.01,2842.245926,-0.019970706,18805.18633,27975.9848
2017092118,3631.81,2213.683457,-0.01309779,18784.09639,27268.04399
2017092120,3645.5,2310.115346,0.00376947,18557.2187,26620.88397
2017092122,3617.05,1180.768724,-0.007804142,18635.72951,26037.37711
2017092200,3647,804.387362,0.008280228,18752.74607,26011.66588
2017092202,3697.16,592.4181085,0.01375377,18716.18382,26087.43102
2017092204,3717.99,1049.254327,0.005634054,18717.53843,25977.38488
2017092206,3673,1405.540086,-0.012100624,18051.20091,26098.17768
2017092208,3610,983.6063302,-0.017152192,17853.97776,26113.80618
2017092210,3558.79,2375.785676,-0.014185596,17675.82306,25884.82718
2017092212,3570.12,1424.487362,0.003183666,17574.96983,25418.19073
2017092214,3539.73,2082.225926,-0.008512319,15546.68632,23544.559
2017092216,3546.49,1043.628189,0.00190975,15344.79866,23434.33967
2017092218,3595.93,1327.427981,0.013940544,15442.25198,23233.69458
2017092220,3624.37,1377.566622,0.007908941,15447.14406,23460.06442
2017092222,3612.18,541.4104799,-0.003363343,15678.5093,22976.99005
2017092300,3583.72,1042.962104,-0.007878899,15686.11696,23085.40296
2017092302,3614.87,518.8315072,0.008692085,15544.41273,23257.87009
2017092304,3691.61,1301.209214,0.021228979,15724.73803,23661.24372
2017092306,3689.3,372.6916671,-0.000625743,15766.42939,23815.39731
2017092308,3717.5,740.4425963,0.007643726,15864.4145,23372.7766
2017092310,3803.81,1050.881452,0.023217216,15608.14963,23462.55522
2017092312,3766.99,1371.076303,-0.009679768,15761.69414,23795.98854
2017092314,3724,733.0988518,-0.011412295,15761.46572,24118.56838
2017092316,3730.55,1116.037898,0.001758861,15855.12849,24180.48326
2017092318,3770,539.1910288,0.010574848,15848.77756,24212.43374
2017092320,3726.34,660.8341809,-0.011580902,15859.19399,24272.69167
2017092322,3779.17,674.1285781,0.01417745,15782.85337,24527.04666
